Product,Date,CPI_Value
Energy 9,December 2017,142.6
Food and energy 9,January 2018,145.5
Fresh fruit and vegetables,January 2018,153.1
Energy 9,January 2018,144.5
Food and energy 9,February 2018,144.2
Fresh fruit and vegetables,February 2018,151.4
Energy 9,February 2018,142.5
Food and energy 9,March 2018,146.3
Fresh fruit and vegetables,March 2018,148.4
Energy 9,March 2018,147.1
Food and energy 9,April 2018,148.6
Fresh fruit and vegetables,April 2018,144.3
Energy 9,April 2018,152.7
Food and energy 9,May 2018,149.9
Fresh fruit and vegetables,May 2018,145.5
Energy 9,May 2018,156.9
Food and energy 9,June 2018,149.9
Fresh fruit and vegetables,June 2018,147.7
Energy 9,June 2018,156.8
Food and energy 9,July 2018,150.9
Fresh fruit and vegetables,July 2018,152.5
Energy 9,July 2018,158.1
Food and energy 9,August 2018,150.1
Fresh fruit and vegetables,August 2018,152.1
Energy 9,August 2018,156.4
Food and energy 9,September 2018,149.5
Fresh fruit and vegetables,September 2018,147.7
Energy 9,September 2018,155.8
Food and energy 9,October 2018,149.7
Fresh fruit and vegetables,October 2018,146.5
Energy 9,October 2018,156.0
Food and energy 9,November 2018,147.7
Fresh fruit and vegetables,November 2018,155.2
Energy 9,November 2018,148.2
Food and energy 9,December 2018,145.5
Fresh fruit and vegetables,December 2018,161.6
Energy 9,December 2018,139.8
Food and energy 9,January 2019,144.9
Fresh fruit and vegetables,January 2019,162.4
Energy 9,January 2019,135.7
Food and energy 9,February 2019,146.9
Fresh fruit and vegetables,February 2019,164.0
Energy 9,February 2019,140.5
Food and energy 9,March 2019,148.7
Fresh fruit and vegetables,March 2019,164.4
Energy 9,March 2019,147.2
Food and energy 9,April 2019,153.7
Fresh fruit and vegetables,April 2019,161.5
Energy 9,April 2019,161.4
Food and energy 9,May 2019,153.5
Fresh fruit and vegetables,May 2019,160.5
Energy 9,May 2019,160.8
Food and energy 9,June 2019,151.8
Fresh fruit and vegetables,June 2019,169.7
Energy 9,June 2019,154.1
Food and energy 9,July 2019,153.0
Fresh fruit and vegetables,July 2019,168.6
Energy 9,July 2019,154.1
Food and energy 9,August 2019,150.6
Fresh fruit and vegetables,August 2019,163.5
Energy 9,August 2019,149.9
Food and energy 9,September 2019,150.5
Fresh fruit and vegetables,September 2019,157.9
Energy 9,September 2019,148.4
Food and energy 9,October 2019,151.5
Fresh fruit and vegetables,October 2019,155.3
Energy 9,October 2019,149.8
Food and energy 9,November 2019,150.2
Fresh fruit and vegetables,November 2019,159.8
Energy 9,November 2019,146.4
Food and energy 9,December 2019,151.0
Fresh fruit and vegetables,December 2019,165.3
Energy 9,December 2019,148.1
Food and energy 9,January 2020,153.4
Fresh fruit and vegetables,January 2020,173.9
Energy 9,January 2020,150.0
Food and energy 9,February 2020,151.5
Fresh fruit and vegetables,February 2020,165.3
Energy 9,February 2020,147.3
Food and energy 9,March 2020,147.4
Fresh fruit and vegetables,March 2020,165.6
Energy 9,March 2020,134.5
Food and energy 9,April 2020,142.0
Fresh fruit and vegetables,April 2020,157.6
Energy 9,April 2020,122.7
Food and energy 9,May 2020,147.3
Fresh fruit and vegetables,May 2020,159.1
Energy 9,May 2020,134.4
Food and energy 9,June 2020,150.4
Fresh fruit and vegetables,June 2020,165.0
Energy 9,June 2020,141.4
Food and energy 9,July 2020,152.2
Fresh fruit and vegetables,July 2020,166.4
Energy 9,July 2020,145.8
Food and energy 9,August 2020,151.1
Fresh fruit and vegetables,August 2020,162.1
Energy 9,August 2020,145.3
Food and energy 9,September 2020,150.5
Fresh fruit and vegetables,September 2020,156.1
Energy 9,September 2020,146.2
Food and energy 9,October 2020,150.5
Fresh fruit and vegetables,October 2020,156.9
Energy 9,October 2020,144.4
Food and energy 9,November 2020,150.5
Fresh fruit and vegetables,November 2020,161.4
Energy 9,November 2020,143.0
Food and energy 9,December 2020,150.1
Fresh fruit and vegetables,December 2020,160.3
Energy 9,December 2020,144.2
Food and energy 9,January 2021,150.8
Fresh fruit and vegetables,January 2021,166.3
Energy 9,January 2021,142.4
Food and energy 9,February 2021,153.1
Fresh fruit and vegetables,February 2021,166.1
Energy 9,February 2021,147.2
Food and energy 9,March 2021,155.5
Fresh fruit and vegetables,March 2021,160.2
Energy 9,March 2021,153.9
Food and energy 9,April 2021,157.1
Fresh fruit and vegetables,April 2021,155.0
Energy 9,April 2021,160.0
Food and energy 9,May 2021,158.4
Fresh fruit and vegetables,May 2021,160.6
Energy 9,May 2021,159.8
Food and energy 9,June 2021,159.2
Fresh fruit and vegetables,June 2021,160.3
Energy 9,June 2021,160.2
Food and energy 9,July 2021,160.2
Fresh fruit and vegetables,July 2021,156.8
Energy 9,July 2021,163.6
Food and energy 9,August 2021,160.0
Fresh fruit and vegetables,August 2021,158.2
Energy 9,August 2021,163.8
Food and energy 9,September 2021,161.2
Fresh fruit and vegetables,September 2021,157.2
Energy 9,September 2021,164.0
Food and energy 9,October 2021,163.1
Fresh fruit and vegetables,October 2021,157.8
Energy 9,October 2021,171.3
Food and energy 9,November 2021,165.5
Fresh fruit and vegetables,November 2021,165.6
Energy 9,November 2021,174.4
Food and energy 9,December 2021,162.7
Fresh fruit and vegetables,December 2021,166.6
Energy 9,December 2021,165.5
Food and energy 9,January 2022,167.2
Fresh fruit and vegetables,January 2022,173.7
Energy 9,January 2022,173.6
Food and energy 9,February 2022,171.0
Fresh fruit and vegetables,February 2022,174.9
Energy 9,February 2022,180.8
Food and energy 9,March 2022,177.0
Fresh fruit and vegetables,March 2022,172.1
Energy 9,March 2022,198.1
Food and energy 9,April 2022,177.7
Fresh fruit and vegetables,April 2022,169.2
Energy 9,April 2022,198.2
Food and energy 9,May 2022,182.2
Fresh fruit and vegetables,May 2022,175.9
Energy 9,May 2022,208.8
Food and energy 9,June 2022,187.8
Fresh fruit and vegetables,June 2022,175.3
Energy 9,June 2022,225.1
Food and energy 9,July 2022,185.9
Fresh fruit and vegetables,July 2022,175.5
Energy 9,July 2022,214.6
Food and energy 9,August 2022,179.1
Fresh fruit and vegetables,August 2022,177.3
Energy 9,August 2022,190.4
Food and energy 9,September 2022,180.9
Fresh fruit and vegetables,September 2022,177.2
Energy 9,September 2022,190.6
Food and energy 9,October 2022,187.9
Fresh fruit and vegetables,October 2022,173.8
Energy 9,October 2022,212.2
Food and energy 9,November 2022,184.7
Fresh fruit and vegetables,November 2022,189.0
Energy 9,November 2022,199.0
Food and energy 9,December 2022,180.2
Fresh fruit and vegetables,December 2022,192.0
Energy 9,December 2022,184.9
Food and energy 9,January 2023,184.0
Fresh fruit and vegetables,January 2023,198.2
Energy 9,January 2023,190.4
Food and energy 9,February 2023,184.3
Fresh fruit and vegetables,February 2023,192.7
Energy 9,February 2023,189.6
Food and energy 9,March 2023,186.6
Fresh fruit and vegetables,March 2023,190.4
Energy 9,March 2023,194.6
Food and energy 9,April 2023,189.4
Fresh fruit and vegetables,April 2023,186.1
Energy 9,April 2023,202.6
Food and energy 9,May 2023,189.7
Fresh fruit and vegetables,May 2023,190.8
Energy 9,May 2023,201.4
Food and energy 9,June 2023,189.7
Fresh fruit and vegetables,June 2023,190.8
Energy 9,June 2023,201.5
Food and energy 9,July 2023,189.8
Fresh fruit and vegetables,July 2023,187.4
Energy 9,July 2023,199.1
Food and energy 9,August 2023,191.3
Fresh fruit and vegetables,August 2023,182.3
Energy 9,August 2023,203.6
Food and energy 9,September 2023,191.0
Fresh fruit and vegetables,September 2023,181.8
Energy 9,September 2023,203.0
Food and energy 9,October 2023,188.9
Fresh fruit and vegetables,October 2023,173.9
Energy 9,October 2023,196.9
Food and energy 9,November 2023,188.0
Fresh fruit and vegetables,November 2023,183.7
Energy 9,November 2023,190.7
Food and energy 9,December 2023,185.7
Fresh fruit and vegetables,December 2023,190.3
Energy 9,December 2023,182.2
Food and energy 9,January 2024,184.3
Fresh fruit and vegetables,January 2024,197.2
Energy 9,January 2024,173.0
Food and energy 9,February 2024,185.8
Fresh fruit and vegetables,February 2024,195.3
Energy 9,February 2024,179.0
Food and energy 9,March 2024,188.3
Fresh fruit and vegetables,March 2024,188.5
Energy 9,March 2024,188.2
Food and energy 9,April 2024,189.8
Fresh fruit and vegetables,April 2024,182.6
Energy 9,April 2024,192.8
Food and energy 9,May 2024,190.8
Fresh fruit and vegetables,May 2024,191.1
Energy 9,May 2024,190.7
Food and energy 9,June 2024,190.6
Fresh fruit and vegetables,June 2024,192.4
Energy 9,June 2024,189.4
Food and energy 9,July 2024,193.0
Fresh fruit and vegetables,July 2024,194.4
Energy 9,July 2024,194.5
Food and energy 9,August 2024,193.8
Fresh fruit and vegetables,August 2024,190.5
Energy 9,August 2024,197.9
Food and energy 9,September 2024,189.6
Fresh fruit and vegetables,September 2024,185.8
Energy 9,September 2024,186.8
Food and energy 9,October 2024,189.9
Fresh fruit and vegetables,October 2024,184.5
Energy 9,October 2024,185.1
Food and energy 9,November 2024,189.9
Fresh fruit and vegetables,November 2024,191.8
Energy 9,November 2024,183.4
Food and energy 9,December 2024,188.5
Fresh fruit and vegetables,December 2024,193.0
Energy 9,December 2024,183.5
Food and energy 9,January 2025,190.1
Fresh fruit and vegetables,January 2025,199.4
Energy 9,January 2025,188.6
Food and energy 9,February 2025,193.4
Fresh fruit and vegetables,February 2025,202.9
Energy 9,February 2025,192.5
Food and energy 9,March 2025,194.0
Fresh fruit and vegetables,March 2025,195.9
Energy 9,March 2025,190.8
Food and energy 9,April 2025,189.7
Fresh fruit and vegetables,April 2025,195.7
Energy 9,April 2025,174.3
Food and energy 9,May 2025,189.5
Fresh fruit and vegetables,May 2025,196.0
Energy 9,May 2025,173.1
Food and energy 9,January 2015,138.4
Fresh fruit and vegetables,January 2015,123.7
Energy 9,January 2015,138.5
Food and energy 9,February 2015,139.0
Fresh fruit and vegetables,February 2015,126.0
Energy 9,February 2015,140.1
Food and energy 9,March 2015,139.7
Fresh fruit and vegetables,March 2015,123.5
Energy 9,March 2015,142.8
Food and energy 9,April 2015,140.2
Fresh fruit and vegetables,April 2015,117.8
Energy 9,April 2015,144.2
Food and energy 9,May 2015,140.2
Fresh fruit and vegetables,May 2015,124.2
Energy 9,May 2015,141.0
Food and energy 9,June 2015,143.6
Fresh fruit and vegetables,June 2015,121.4
Energy 9,June 2015,152.7
Food and energy 9,July 2015,144.7
Fresh fruit and vegetables,July 2015,123.9
Energy 9,July 2015,155.9
Food and energy 9,August 2015,146.1
Fresh fruit and vegetables,August 2015,123.0
Energy 9,August 2015,160.8
Food and energy 9,September 2015,143.1
Fresh fruit and vegetables,September 2015,124.9
Energy 9,September 2015,150.1
Food and energy 9,October 2015,143.9
Fresh fruit and vegetables,October 2015,124.8
Energy 9,October 2015,152.9
Food and energy 9,November 2015,142.1
Fresh fruit and vegetables,November 2015,130.2
Energy 9,November 2015,144.5
Food and energy 9,December 2015,139.9
Fresh fruit and vegetables,December 2015,133.4
Energy 9,December 2015,135.4
Food and energy 9,January 2016,139.7
Fresh fruit and vegetables,January 2016,143.0
Energy 9,January 2016,129.1
Food and energy 9,February 2016,137.3
Fresh fruit and vegetables,February 2016,132.2
Energy 9,February 2016,123.7
Food and energy 9,March 2016,139.4
Fresh fruit and vegetables,March 2016,129.5
Energy 9,March 2016,131.8
Food and energy 9,April 2016,138.6
Fresh fruit and vegetables,April 2016,126.9
Energy 9,April 2016,128.9
Food and energy 9,May 2016,139.8
Fresh fruit and vegetables,May 2016,123.8
Energy 9,May 2016,133.0
Food and energy 9,June 2016,143.1
Fresh fruit and vegetables,June 2016,126.3
Energy 9,June 2016,144.6
Food and energy 9,July 2016,141.9
Fresh fruit and vegetables,July 2016,125.4
Energy 9,July 2016,139.5
Food and energy 9,August 2016,143.4
Fresh fruit and vegetables,August 2016,123.4
Energy 9,August 2016,143.5
Food and energy 9,September 2016,139.6
Fresh fruit and vegetables,September 2016,121.8
Energy 9,September 2016,139.0
Food and energy 9,October 2016,139.8
Fresh fruit and vegetables,October 2016,115.2
Energy 9,October 2016,142.9
Food and energy 9,November 2016,138.4
Fresh fruit and vegetables,November 2016,122.6
Energy 9,November 2016,135.7
Food and energy 9,December 2016,139.2
Fresh fruit and vegetables,December 2016,125.3
Energy 9,December 2016,137.4
Food and energy 9,January 2017,145.6
Fresh fruit and vegetables,January 2017,122.9
Energy 9,January 2017,159.5
Food and energy 9,February 2017,142.3
Fresh fruit and vegetables,February 2017,125.1
Energy 9,February 2017,146.1
Food and energy 9,March 2017,141.5
Fresh fruit and vegetables,March 2017,126.1
Energy 9,March 2017,141.8
Food and energy 9,April 2017,144.4
Fresh fruit and vegetables,April 2017,121.9
Energy 9,April 2017,154.1
Food and energy 9,May 2017,143.1
Fresh fruit and vegetables,May 2017,130.6
Energy 9,May 2017,145.4
Food and energy 9,June 2017,142.3
Fresh fruit and vegetables,June 2017,132.4
Energy 9,June 2017,142.0
Food and energy 9,July 2017,143.8
Fresh fruit and vegetables,July 2017,134.7
Energy 9,July 2017,145.8
Food and energy 9,August 2017,145.4
Fresh fruit and vegetables,August 2017,132.5
Energy 9,August 2017,150.7
Food and energy 9,September 2017,143.8
Fresh fruit and vegetables,September 2017,131.6
Energy 9,September 2017,147.9
Food and energy 9,October 2017,143.7
Fresh fruit and vegetables,October 2017,127.1
Energy 9,October 2017,149.4
Food and energy 9,November 2017,147.5
Fresh fruit and vegetables,November 2017,132.1
Energy 9,November 2017,159.4
Food and energy 9,December 2017,146.3
Fresh fruit and vegetables,December 2017,132.9
Energy 9,December 2017,156.2
Food and energy 9,January 2018,149.7
Fresh fruit and vegetables,January 2018,135.1
Energy 9,January 2018,164.3
Food and energy 9,February 2018,149.0
Fresh fruit and vegetables,February 2018,134.1
Energy 9,February 2018,164.0
Food and energy 9,March 2018,149.3
Fresh fruit and vegetables,March 2018,132.2
Energy 9,March 2018,164.5
Food and energy 9,April 2018,153.1
Fresh fruit and vegetables,April 2018,127.8
Energy 9,April 2018,178.9
Food and energy 9,May 2018,152.3
Fresh fruit and vegetables,May 2018,129.4
Energy 9,May 2018,175.4
Food and energy 9,June 2018,151.4
Fresh fruit and vegetables,June 2018,133.0
Energy 9,June 2018,172.0
Food and energy 9,July 2018,155.2
Fresh fruit and vegetables,July 2018,134.3
Energy 9,July 2018,183.2
Food and energy 9,August 2018,154.5
Fresh fruit and vegetables,August 2018,136.2
Energy 9,August 2018,179.6
Food and energy 9,September 2018,154.6
Fresh fruit and vegetables,September 2018,134.9
Energy 9,September 2018,180.0
Food and energy 9,October 2018,153.3
Fresh fruit and vegetables,October 2018,133.7
Energy 9,October 2018,175.3
Food and energy 9,November 2018,151.9
Fresh fruit and vegetables,November 2018,137.6
Energy 9,November 2018,168.3
Food and energy 9,December 2018,149.7
Fresh fruit and vegetables,December 2018,142.2
Energy 9,December 2018,159.6
Food and energy 9,January 2019,150.0
Fresh fruit and vegetables,January 2019,144.5
Energy 9,January 2019,157.7
Food and energy 9,February 2019,152.6
Fresh fruit and vegetables,February 2019,145.2
Energy 9,February 2019,164.2
Food and energy 9,March 2019,156.2
Fresh fruit and vegetables,March 2019,146.4
Energy 9,March 2019,176.1
Food and energy 9,April 2019,157.7
Fresh fruit and vegetables,April 2019,142.9
Energy 9,April 2019,183.0
Food and energy 9,May 2019,157.6
Fresh fruit and vegetables,May 2019,144.5
Energy 9,May 2019,180.6
Food and energy 9,June 2019,151.9
Fresh fruit and vegetables,June 2019,151.4
Energy 9,June 2019,157.6
Food and energy 9,July 2019,154.2
Fresh fruit and vegetables,July 2019,150.6
Energy 9,July 2019,162.4
Food and energy 9,August 2019,153.2
Fresh fruit and vegetables,August 2019,147.3
Energy 9,August 2019,160.6
Food and energy 9,September 2019,153.1
Fresh fruit and vegetables,September 2019,144.7
Energy 9,September 2019,160.4
Food and energy 9,October 2019,153.4
Fresh fruit and vegetables,October 2019,140.2
Energy 9,October 2019,160.8
Food and energy 9,November 2019,154.0
Fresh fruit and vegetables,November 2019,145.0
Energy 9,November 2019,162.0
Food and energy 9,December 2019,155.6
Fresh fruit and vegetables,December 2019,147.6
Energy 9,December 2019,167.4
Food and energy 9,January 2020,158.0
Fresh fruit and vegetables,January 2020,157.6
Energy 9,January 2020,168.6
Food and energy 9,February 2020,157.0
Fresh fruit and vegetables,February 2020,150.1
Energy 9,February 2020,167.6
Food and energy 9,March 2020,151.4
Fresh fruit and vegetables,March 2020,150.7
Energy 9,March 2020,145.9
Food and energy 9,April 2020,148.2
Fresh fruit and vegetables,April 2020,148.1
Energy 9,April 2020,135.5
Food and energy 9,May 2020,153.8
Fresh fruit and vegetables,May 2020,149.1
Energy 9,May 2020,152.4
Food and energy 9,June 2020,155.3
Fresh fruit and vegetables,June 2020,151.2
Energy 9,June 2020,158.1
Food and energy 9,July 2020,156.0
Fresh fruit and vegetables,July 2020,151.0
Energy 9,July 2020,161.5
Food and energy 9,August 2020,154.7
Fresh fruit and vegetables,August 2020,149.5
Energy 9,August 2020,160.1
Food and energy 9,September 2020,158.0
Fresh fruit and vegetables,September 2020,147.5
Energy 9,September 2020,171.8
Food and energy 9,October 2020,156.1
Fresh fruit and vegetables,October 2020,146.2
Energy 9,October 2020,164.1
Food and energy 9,November 2020,157.3
Fresh fruit and vegetables,November 2020,149.6
Energy 9,November 2020,165.8
Food and energy 9,December 2020,156.9
Fresh fruit and vegetables,December 2020,147.2
Energy 9,December 2020,167.5
Food and energy 9,January 2021,159.9
Fresh fruit and vegetables,January 2021,153.7
Energy 9,January 2021,174.0
Food and energy 9,February 2021,163.0
Fresh fruit and vegetables,February 2021,152.3
Energy 9,February 2021,183.0
Food and energy 9,March 2021,165.0
Fresh fruit and vegetables,March 2021,150.9
Energy 9,March 2021,187.7
Food and energy 9,April 2021,165.6
Fresh fruit and vegetables,April 2021,143.3
Energy 9,April 2021,190.9
Food and energy 9,May 2021,167.6
Fresh fruit and vegetables,May 2021,150.2
Energy 9,May 2021,193.1
Food and energy 9,June 2021,167.8
Fresh fruit and vegetables,June 2021,147.6
Energy 9,June 2021,194.0
Food and energy 9,July 2021,171.4
Fresh fruit and vegetables,July 2021,144.4
Energy 9,July 2021,209.5
Food and energy 9,August 2021,172.9
Fresh fruit and vegetables,August 2021,147.1
Energy 9,August 2021,214.4
Food and energy 9,September 2021,172.4
Fresh fruit and vegetables,September 2021,146.3
Energy 9,September 2021,209.2
Food and energy 9,October 2021,174.6
Fresh fruit and vegetables,October 2021,146.4
Energy 9,October 2021,217.7
Food and energy 9,November 2021,176.4
Fresh fruit and vegetables,November 2021,154.4
Energy 9,November 2021,222.2
Food and energy 9,December 2021,177.0
Fresh fruit and vegetables,December 2021,156.6
Energy 9,December 2021,222.7
Food and energy 9,January 2022,180.5
Fresh fruit and vegetables,January 2022,160.8
Energy 9,January 2022,229.7
Food and energy 9,February 2022,184.4
Fresh fruit and vegetables,February 2022,162.9
Energy 9,February 2022,240.3
Food and energy 9,March 2022,187.0
Fresh fruit and vegetables,March 2022,163.3
Energy 9,March 2022,245.3
Food and energy 9,April 2022,186.4
Fresh fruit and vegetables,April 2022,160.9
Energy 9,April 2022,239.5
Food and energy 9,May 2022,191.0
Fresh fruit and vegetables,May 2022,163.6
Energy 9,May 2022,254.3
Food and energy 9,June 2022,198.9
Fresh fruit and vegetables,June 2022,164.4
Energy 9,June 2022,284.2
Food and energy 9,July 2022,195.8
Fresh fruit and vegetables,July 2022,161.0
Energy 9,July 2022,268.4
Food and energy 9,August 2022,188.8
Fresh fruit and vegetables,August 2022,163.4
Energy 9,August 2022,233.4
Food and energy 9,September 2022,187.5
Fresh fruit and vegetables,September 2022,162.6
Energy 9,September 2022,223.6
Food and energy 9,October 2022,194.1
Fresh fruit and vegetables,October 2022,161.8
Energy 9,October 2022,247.3
Food and energy 9,November 2022,192.1
Fresh fruit and vegetables,November 2022,174.6
Energy 9,November 2022,234.2
Food and energy 9,December 2022,189.2
Fresh fruit and vegetables,December 2022,176.8
Energy 9,December 2022,223.0
Food and energy 9,January 2023,186.7
Fresh fruit and vegetables,January 2023,182.8
Energy 9,January 2023,202.4
Food and energy 9,February 2023,184.1
Fresh fruit and vegetables,February 2023,178.1
Energy 9,February 2023,190.3
Food and energy 9,March 2023,187.9
Fresh fruit and vegetables,March 2023,174.0
Energy 9,March 2023,205.9
Food and energy 9,April 2023,194.4
Fresh fruit and vegetables,April 2023,169.1
Energy 9,April 2023,230.2
Food and energy 9,May 2023,195.9
Fresh fruit and vegetables,May 2023,176.8
Energy 9,May 2023,231.0
Food and energy 9,June 2023,197.0
Fresh fruit and vegetables,June 2023,176.1
Energy 9,June 2023,235.7
Food and energy 9,July 2023,200.6
Fresh fruit and vegetables,July 2023,174.1
Energy 9,July 2023,247.8
Food and energy 9,August 2023,204.6
Fresh fruit and vegetables,August 2023,170.7
Energy 9,August 2023,264.4
Food and energy 9,September 2023,201.6
Fresh fruit and vegetables,September 2023,168.8
Energy 9,September 2023,251.7
Food and energy 9,October 2023,197.0
Fresh fruit and vegetables,October 2023,162.2
Energy 9,October 2023,233.4
Food and energy 9,November 2023,196.6
Fresh fruit and vegetables,November 2023,172.3
Energy 9,November 2023,227.5
Food and energy 9,December 2023,195.0
Fresh fruit and vegetables,December 2023,178.5
Energy 9,December 2023,219.0
Food and energy 9,January 2024,196.3
Fresh fruit and vegetables,January 2024,186.6
Energy 9,January 2024,218.2
Food and energy 9,February 2024,200.0
Fresh fruit and vegetables,February 2024,186.8
Energy 9,February 2024,232.7
Food and energy 9,March 2024,200.0
Fresh fruit and vegetables,March 2024,178.1
Energy 9,March 2024,233.7
Food and energy 9,April 2024,202.8
Fresh fruit and vegetables,April 2024,171.3
Energy 9,April 2024,246.5
Food and energy 9,May 2024,201.6
Fresh fruit and vegetables,May 2024,177.4
Energy 9,May 2024,238.5
Food and energy 9,June 2024,201.8
Fresh fruit and vegetables,June 2024,179.1
Energy 9,June 2024,235.0
Food and energy 9,July 2024,203.6
Fresh fruit and vegetables,July 2024,182.7
Energy 9,July 2024,240.3
Food and energy 9,August 2024,203.3
Fresh fruit and vegetables,August 2024,175.9
Energy 9,August 2024,239.7
Food and energy 9,September 2024,199.5
Fresh fruit and vegetables,September 2024,177.0
Energy 9,September 2024,224.8
Food and energy 9,October 2024,200.7
Fresh fruit and vegetables,October 2024,171.0
Energy 9,October 2024,227.5
Food and energy 9,November 2024,200.7
Fresh fruit and vegetables,November 2024,176.8
Energy 9,November 2024,226.6
Food and energy 9,December 2024,199.4
Fresh fruit and vegetables,December 2024,181.6
Energy 9,December 2024,226.7
Food and energy 9,January 2025,200.6
Fresh fruit and vegetables,January 2025,189.6
Energy 9,January 2025,232.6
Food and energy 9,February 2025,203.4
Fresh fruit and vegetables,February 2025,187.7
Energy 9,February 2025,234.6
Food and energy 9,March 2025,204.2
Fresh fruit and vegetables,March 2025,184.7
Energy 9,March 2025,233.5
Food and energy 9,April 2025,197.4
Fresh fruit and vegetables,April 2025,183.9
Energy 9,April 2025,204.7
Food and energy 9,May 2025,198.2
Fresh fruit and vegetables,May 2025,183.5
Energy 9,May 2025,205.9
Food and energy 9,January 2015,134.7
Fresh fruit and vegetables,January 2015,132.1
Energy 9,January 2015,139.2
Food and energy 9,February 2015,137.1
Fresh fruit and vegetables,February 2015,134.8
Energy 9,February 2015,146.1
Food and energy 9,March 2015,139.0
Fresh fruit and vegetables,March 2015,135.1
Energy 9,March 2015,152.5
Food and energy 9,April 2015,138.1
Fresh fruit and vegetables,April 2015,126.9
Energy 9,April 2015,151.1
Food and energy 9,May 2015,140.7
Fresh fruit and vegetables,May 2015,135.6
Energy 9,May 2015,156.3
Food and energy 9,June 2015,141.4
Fresh fruit and vegetables,June 2015,135.3
Energy 9,June 2015,158.3
Food and energy 9,July 2015,141.7
Fresh fruit and vegetables,July 2015,136.9
Energy 9,July 2015,158.9
Food and energy 9,August 2015,141.1
Fresh fruit and vegetables,August 2015,132.6
Energy 9,August 2015,157.4
Food and energy 9,September 2015,139.8
Fresh fruit and vegetables,September 2015,136.3
Energy 9,September 2015,149.4
Food and energy 9,October 2015,139.3
Fresh fruit and vegetables,October 2015,134.6
Energy 9,October 2015,148.5
Food and energy 9,November 2015,140.9
Fresh fruit and vegetables,November 2015,143.7
Energy 9,November 2015,152.0
Food and energy 9,December 2015,140.9
Fresh fruit and vegetables,December 2015,147.5
Energy 9,December 2015,149.4
Food and energy 9,January 2016,140.5
Fresh fruit and vegetables,January 2016,157.2
Energy 9,January 2016,140.6
Food and energy 9,February 2016,138.3
Fresh fruit and vegetables,February 2016,145.6
Energy 9,February 2016,137.0
Food and energy 9,March 2016,139.8
Fresh fruit and vegetables,March 2016,144.2
Energy 9,March 2016,142.1
Food and energy 9,April 2016,139.7
Fresh fruit and vegetables,April 2016,138.1
Energy 9,April 2016,144.1
Food and energy 9,May 2016,141.0
Fresh fruit and vegetables,May 2016,139.2
Energy 9,May 2016,147.9
Food and energy 9,June 2016,141.2
Fresh fruit and vegetables,June 2016,139.2
Energy 9,June 2016,150.6
Food and energy 9,July 2016,141.7
Fresh fruit and vegetables,July 2016,139.3
Energy 9,July 2016,150.4
Food and energy 9,August 2016,141.0
Fresh fruit and vegetables,August 2016,135.6
Energy 9,August 2016,148.5
Food and energy 9,September 2016,140.1
Fresh fruit and vegetables,September 2016,131.6
Energy 9,September 2016,151.1
Food and energy 9,October 2016,140.1
Fresh fruit and vegetables,October 2016,125.4
Energy 9,October 2016,154.8
Food and energy 9,November 2016,139.4
Fresh fruit and vegetables,November 2016,133.1
Energy 9,November 2016,149.7
Food and energy 9,December 2016,140.2
Fresh fruit and vegetables,December 2016,136.0
Energy 9,December 2016,150.7
Food and energy 9,January 2017,141.9
Fresh fruit and vegetables,January 2017,136.2
Energy 9,January 2017,156.4
Food and energy 9,February 2017,141.5
Fresh fruit and vegetables,February 2017,135.8
Energy 9,February 2017,153.2
Food and energy 9,March 2017,142.5
Fresh fruit and vegetables,March 2017,135.2
Energy 9,March 2017,157.3
Food and energy 9,April 2017,144.0
Fresh fruit and vegetables,April 2017,135.9
Energy 9,April 2017,162.0
Food and energy 9,May 2017,144.1
Fresh fruit and vegetables,May 2017,143.2
Energy 9,May 2017,159.3
Food and energy 9,June 2017,143.9
Fresh fruit and vegetables,June 2017,147.0
Energy 9,June 2017,156.8
Food and energy 9,July 2017,144.1
Fresh fruit and vegetables,July 2017,148.2
Energy 9,July 2017,156.4
Food and energy 9,August 2017,144.8
Fresh fruit and vegetables,August 2017,142.3
Energy 9,August 2017,160.4
Food and energy 9,September 2017,144.7
Fresh fruit and vegetables,September 2017,140.1
Energy 9,September 2017,161.8
Food and energy 9,October 2017,144.0
Fresh fruit and vegetables,October 2017,134.4
Energy 9,October 2017,160.6
Food and energy 9,November 2017,145.6
Fresh fruit and vegetables,November 2017,137.3
Energy 9,November 2017,166.5
Food and energy 9,December 2017,144.9
Fresh fruit and vegetables,December 2017,141.3
Energy 9,December 2017,162.0
Food and energy 9,January 2018,145.7
Fresh fruit and vegetables,January 2018,144.6
Energy 9,January 2018,162.4
Food and energy 9,February 2018,146.0
Fresh fruit and vegetables,February 2018,144.9
Energy 9,February 2018,163.6
Food and energy 9,March 2018,146.6
Fresh fruit and vegetables,March 2018,141.6
Energy 9,March 2018,168.4
Food and energy 9,April 2018,148.7
Fresh fruit and vegetables,April 2018,141.7
Energy 9,April 2018,174.1
Food and energy 9,May 2018,149.7
Fresh fruit and vegetables,May 2018,142.9
Energy 9,May 2018,178.3
Food and energy 9,June 2018,149.4
Fresh fruit and vegetables,June 2018,146.3
Energy 9,June 2018,175.8
Food and energy 9,July 2018,150.1
Fresh fruit and vegetables,July 2018,147.6
Energy 9,July 2018,177.0
Food and energy 9,August 2018,150.0
Fresh fruit and vegetables,August 2018,148.6
Energy 9,August 2018,173.5
Food and energy 9,September 2018,149.3
Fresh fruit and vegetables,September 2018,143.9
